Typ,Datum,Kommando
"Övrigt","2025-10-24 12:29:47","msmtp kontakt@katepetersen.se < ~/docs-engine/export/html/rapport_2025-10-16_15-43-19.html"
"Filsystem","2025-10-24 12:29:47","ls ~/docs-engine/comments/part18.md"
"Filsystem","2025-10-24 12:29:47","ls ~/docs-engine/logs/part18.log"
"Text & Sökning","2025-10-24 12:29:47","grep -Ei 'mkdir|touch|cd|ls|chmod|chown|rm|grep|mv|cp|export|env|at|cron|systemctl|journalctl|ping|top|htop|ps|df|du'"
"Övrigt","2025-10-24 12:29:47","mkdir -p ~/docs-engine/logs"
"Övrigt","2025-10-24 12:29:47","nano ~/docs-engine/logs/part18.log"
"Text & Sökning","2025-10-24 12:29:47","grep -Ei 'mkdir|touch|cd|ls|chmod|chown|rm|grep|mv|cp|export|env|at|cron|systemctl|journalctl|ping|top|htop|ps|df|du' ~/.bash_history | tail -n 50"
"Text & Sökning","2025-10-24 12:29:47","tail -n 100 ~/.bash_history"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/rapport_metadata.sh"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine"
"Skript","2025-10-24 12:29:47","./rapport_metadata.sh"
"Text & Sökning","2025-10-24 12:29:47","less rapport.md"
"Övrigt","2025-10-24 12:29:47","history | grep mkdir > ~/docs-engine/logs/part1.log"
"Skript","2025-10-24 12:29:47","bash ~/docs-engine/rapport_metadata.sh"
"Övrigt","2025-10-24 12:29:47","uname -a"
"Övrigt","2025-10-24 12:29:47","whoami"
"Övrigt","2025-10-24 12:29:47","date"
"Filsystem","2025-10-24 12:29:47","ls ~/docs-engine/comments/part{11..20}.md"
"Skript","2025-10-24 12:29:47","bash ~/docs-engine/rapport_metadata.sh"
"Övrigt","2025-10-24 12:29:47","xdg-open ~/docs-engine/export/report_*.html"
"Filsystem","2025-10-24 12:29:47","ls -lh ~/docs-engine/reports/"
"Filsystem","2025-10-24 12:29:47","ls -t ~/docs-engine/export/*.html | head -n1"
"Övrigt","2025-10-24 12:29:47","xdg-open /home/kate/docs-engine/export/report_2025-10-17_08-49-10.html"
"Övrigt","2025-10-24 12:29:47","xdg-open "$(ls -t ~/docs-engine/export/*.html | head -n1)""
"Övrigt","2025-10-24 12:29:47","ps aux"
"Övrigt","2025-10-24 12:29:47","top"
"Övrigt","2025-10-24 12:29:47","htop"
"System","2025-10-24 12:29:47","sudo apt install htop"
"Övrigt","2025-10-24 12:29:47","htop  # kör det"
"Övrigt","2025-10-24 12:29:47","history -a  # sparar senaste sessionen till ~/.bash_history"
"Övrigt","2025-10-24 12:29:47","nano ~/docs-engine/templates/report_template.html"
"Övrigt","2025-10-24 12:29:47","nano ~/docs-engine/templates/style.css"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:29:47","./lab.sh master_parts"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:29:47","./lab.sh master_parts"
"Övrigt","2025-10-24 12:29:47","nano ~/docs-engine/templates/part_layout.md"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:29:47","./lab.sh master_parts"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:29:47","./lab.sh master_parts"
"Övrigt","2025-10-24 12:29:47","nano ~/docs-engine/templates/expandable_template.html"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/src"
"Skript","2025-10-24 12:29:47","./lab.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/src"
"Skript","2025-10-24 12:29:47","./lab.sh"
"Övrigt","2025-10-24 12:29:47","~/docs-engine/exports/report_2025-10-19_22-45-31.html"
"Övrigt","2025-10-24 12:29:47","~/docs-engine/exports/report_2025-10-19_22-45-31.pdf"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/src"
"Skript","2025-10-24 12:29:47","./lab.sh"
"System","2025-10-24 12:29:47","sudo apt install mailutils mutt"
"Filsystem","2025-10-24 12:29:47","ls -a ~ | grep mutt && ls -a ~ | grep msmtp && ls -a ~ | grep mail"
"Text & Sökning","2025-10-24 12:29:47","cat ~/.msmtprc"
"Övrigt","2025-10-24 12:29:47","echo -e "Subject: msmtp test\n\nThis is a test email from the terminal." | msmtp kontakt@katepetersen.se"
"Övrigt","2025-10-24 12:29:47","xdg-open ~/docs-engine/exports/html/lab_report_2025-10-19_XX-XX-XX.html"
"Övrigt","2025-10-24 12:29:47","pandoc --version"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/exports"
"Övrigt","2025-10-24 12:29:47","mkdir -p html pdf"
"Övrigt","2025-10-24 12:29:47","echo "# Test Report" > test.md"
"Övrigt","2025-10-24 12:29:47","echo "This is a **Pandoc export test**." >> test.md"
"Övrigt","2025-10-24 12:29:47","pandoc test.md -o html/test_report.html"
"Övrigt","2025-10-24 12:29:47","pandoc test.md -o pdf/test_report.pdf"
"Filsystem","2025-10-24 12:29:47","ls -lh ~/docs-engine/exports/html ~/docs-engine/exports/pdf"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:29:47","ls -ld ~/docs-engine/{src,exports,templates,assets,screenshot,logs}"
"Övrigt","2025-10-24 12:29:47","mkdir -p ~/docs-engine/{exports/html,exports/pdf,templates,assets/screenshot,logs}"
"Filsystem","2025-10-24 12:29:47","ls -ld ~/docs-engine/{src,exports,templates,assets,screenshot,logs}"
"Filsystem","2025-10-24 12:29:47","ls ~/docs-engine/src/master_parts.md"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/src"
"Skript","2025-10-24 12:29:47","./lab.sh"
"Övrigt","2025-10-24 12:29:47","xdg-open ~/docs-engine/exports/html/lab_report_2025-10-19_19-17-51.html"
"Filsystem","2025-10-24 12:29:47","ls ~/docs-engine/templates/expanding_report_template.html"
"Övrigt","2025-10-24 12:29:47","mkdir -p ~/docs-engine/templates"
"Text & Sökning","2025-10-24 12:29:47","cat << 'EOF' > ~/docs-engine/templates/expanding_report_template.html"
"Övrigt","2025-10-24 12:29:47","body {"
"Övrigt","2025-10-24 12:29:47","    font-family: 'Segoe UI', Tahoma, Geneva, Verdana, sans-serif;"
"Övrigt","2025-10-24 12:29:47","    background: #f4f7fa;"
"Övrigt","2025-10-24 12:29:47","    color: #333;"
"Övrigt","2025-10-24 12:29:47","    line-height: 1.6;"
"Övrigt","2025-10-24 12:29:47","    margin: 0;"
"Övrigt","2025-10-24 12:29:47","    padding: 20px;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47",".container {"
"Övrigt","2025-10-24 12:29:47","    max-width: 1100px;"
"Övrigt","2025-10-24 12:29:47","    margin: auto;"
"Övrigt","2025-10-24 12:29:47","    background: white;"
"Övrigt","2025-10-24 12:29:47","    border-radius: 10px;"
"Övrigt","2025-10-24 12:29:47","    padding: 30px;"
"Övrigt","2025-10-24 12:29:47","    box-shadow: 0 10px 30px rgba(0,0,0,0.1);"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47","h1 {"
"Övrigt","2025-10-24 12:29:47","    text-align: center;"
"Övrigt","2025-10-24 12:29:47","    color: #2c3e50;"
"Övrigt","2025-10-24 12:29:47","    margin-bottom: 10px;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47","summary {"
"Övrigt","2025-10-24 12:29:47","    cursor: pointer;"
"Övrigt","2025-10-24 12:29:47","    background: #4a69bd;"
"Övrigt","2025-10-24 12:29:47","    color: white;"
"Övrigt","2025-10-24 12:29:47","    padding: 10px 15px;"
"Övrigt","2025-10-24 12:29:47","    border-radius: 8px;"
"Övrigt","2025-10-24 12:29:47","    margin-top: 10px;"
"Övrigt","2025-10-24 12:29:47","    font-weight: bold;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47","details {"
"Övrigt","2025-10-24 12:29:47","    margin-bottom: 15px;"
"Övrigt","2025-10-24 12:29:47","    border: 1px solid #ddd;"
"Övrigt","2025-10-24 12:29:47","    border-radius: 8px;"
"Övrigt","2025-10-24 12:29:47","    overflow: hidden;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47","details[open] summary {"
"Övrigt","2025-10-24 12:29:47","    background: #3c6382;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47",".section {"
"Övrigt","2025-10-24 12:29:47","    border: 1px solid #e0e0e0;"
"Övrigt","2025-10-24 12:29:47","    border-radius: 10px;"
"Övrigt","2025-10-24 12:29:47","    margin: 20px 0;"
"Övrigt","2025-10-24 12:29:47","    padding: 20px;"
"Övrigt","2025-10-24 12:29:47","    background: #f9f9f9;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47",".section h2 {"
"Övrigt","2025-10-24 12:29:47","    color: #2c3e50;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47",".commands-list {"
"Övrigt","2025-10-24 12:29:47","    background: #2c3e50;"
"Övrigt","2025-10-24 12:29:47","    color: white;"
"Övrigt","2025-10-24 12:29:47","    padding: 10px;"
"Övrigt","2025-10-24 12:29:47","    border-radius: 8px;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47",".commands-list code {"
"Övrigt","2025-10-24 12:29:47","    background: rgba(255,255,255,0.15);"
"Övrigt","2025-10-24 12:29:47","    padding: 2px 6px;"
"Övrigt","2025-10-24 12:29:47","    border-radius: 4px;"
"Övrigt","2025-10-24 12:29:47","    color: #64ffda;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47",".command-log table {"
"Övrigt","2025-10-24 12:29:47","    width: 100%;"
"Övrigt","2025-10-24 12:29:47","    border-collapse: collapse;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47",".command-log th, .command-log td {"
"Övrigt","2025-10-24 12:29:47","    padding: 10px;"
"Övrigt","2025-10-24 12:29:47","    border-bottom: 1px solid #ddd;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47",".feedback {"
"Övrigt","2025-10-24 12:29:47","    background: #ecf0f1;"
"Övrigt","2025-10-24 12:29:47","    border-radius: 10px;"
"Övrigt","2025-10-24 12:29:47","    padding: 20px;"
"Övrigt","2025-10-24 12:29:47","    margin-top: 30px;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47",".feedback textarea {"
"Övrigt","2025-10-24 12:29:47","    width: 100%;"
"Övrigt","2025-10-24 12:29:47","    height: 120px;"
"Övrigt","2025-10-24 12:29:47","    border-radius: 8px;"
"Övrigt","2025-10-24 12:29:47","    border: 1px solid #ccc;"
"Övrigt","2025-10-24 12:29:47","    padding: 10px;"
"Övrigt","2025-10-24 12:29:47","    resize: vertical;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47","footer {"
"Övrigt","2025-10-24 12:29:47","    text-align: center;"
"Övrigt","2025-10-24 12:29:47","    margin-top: 30px;"
"Övrigt","2025-10-24 12:29:47","    color: #777;"
"Övrigt","2025-10-24 12:29:47","}"
"Text & Sökning","2025-10-24 12:29:47","cat > ~/docs-engine/templates/expanding_report_template.html <<'EOF'"
"Övrigt","2025-10-24 12:29:47","body {"
"Övrigt","2025-10-24 12:29:47","    font-family: 'Segoe UI', Tahoma, Geneva, Verdana, sans-serif;"
"Övrigt","2025-10-24 12:29:47","    background: #f4f7fa;"
"Övrigt","2025-10-24 12:29:47","    color: #333;"
"Övrigt","2025-10-24 12:29:47","    line-height: 1.6;"
"Övrigt","2025-10-24 12:29:47","    margin: 0;"
"Övrigt","2025-10-24 12:29:47","    padding: 20px;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47",".container {"
"Övrigt","2025-10-24 12:29:47","    max-width: 1100px;"
"Övrigt","2025-10-24 12:29:47","    margin: auto;"
"Övrigt","2025-10-24 12:29:47","    background: white;"
"Övrigt","2025-10-24 12:29:47","    border-radius: 10px;"
"Övrigt","2025-10-24 12:29:47","    padding: 30px;"
"Övrigt","2025-10-24 12:29:47","    box-shadow: 0 10px 30px rgba(0,0,0,0.1);"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47","h1 { text-align: center; color: #2c3e50; margin-bottom: 10px; }"
"Övrigt","2025-10-24 12:29:47","summary {"
"Övrigt","2025-10-24 12:29:47","    cursor: pointer;"
"Övrigt","2025-10-24 12:29:47","    background: #4a69bd;"
"Övrigt","2025-10-24 12:29:47","    color: white;"
"Övrigt","2025-10-24 12:29:47","    padding: 10px 15px;"
"Övrigt","2025-10-24 12:29:47","    border-radius: 8px;"
"Övrigt","2025-10-24 12:29:47","    margin-top: 10px;"
"Övrigt","2025-10-24 12:29:47","    font-weight: bold;"
"Övrigt","2025-10-24 12:29:47","}"
"Övrigt","2025-10-24 12:29:47","details { margin-bottom: 15px; border: 1px solid #ddd; border-radius: 8px; overflow: hidden; }"
"Övrigt","2025-10-24 12:29:47","details[open] summary { background: #3c6382; }"
"Övrigt","2025-10-24 12:29:47",".section { border: 1px solid #e0e0e0; border-radius: 10px; margin: 20px 0; padding: 20px; background: #f9f9f9; }"
"Övrigt","2025-10-24 12:29:47",".section h2 { color: #2c3e50; }"
"Övrigt","2025-10-24 12:29:47",".commands-list { background: #2c3e50; color: white; padding: 10px; border-radius: 8px; }"
"Övrigt","2025-10-24 12:29:47",".commands-list code { background: rgba(255,255,255,0.15); padding: 2px 6px; border-radius: 4px; color: #64ffda; }"
"Övrigt","2025-10-24 12:29:47",".command-log table { width: 100%; border-collapse: collapse; }"
"Övrigt","2025-10-24 12:29:47",".command-log th, .command-log td { padding: 10px; border-bottom: 1px solid #ddd; }"
"Övrigt","2025-10-24 12:29:47",".feedback { background: #ecf0f1; border-radius: 10px; padding: 20px; margin-top: 30px; }"
"Övrigt","2025-10-24 12:29:47",".feedback textarea { width: 100%; height: 120px; border-radius: 8px; border: 1px solid #ccc; padding: 10px; resize: vertical; }"
"Övrigt","2025-10-24 12:29:47","footer { text-align: center; margin-top: 30px; color: #777; }"
"Övrigt","2025-10-24 12:29:47","nano ~/docs-engine/templates/report_template.html"
"Övrigt","2025-10-24 12:29:47","CTRL + O   (O som i Oscar)  →  ENTER"
"Övrigt","2025-10-24 12:29:47","CTRL + X   (för att stänga nano)"
"Filsystem","2025-10-24 12:29:47","ls -lh ~/docs-engine/templates/report_template.html"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/lab.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/lab.sh"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:29:47","ls -lh ~/docs-engine/templates/report_template.html"
"Filsystem","2025-10-24 12:29:47","ls -lh ~/docs-engine/src/master_parts.md"
"Skript","2025-10-24 12:29:47","bash -x ~/docs-engine/src/lab.sh"
"Övrigt","2025-10-24 12:29:47","nano ~/docs-engine/src/master_parts.md"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:29:47","ls -lh ~/docs-engine/exports/html | tail -n 5"
"Övrigt","2025-10-24 12:29:47","xdg-open ~/docs-engine/exports/html/lab_report_2025-10-19_19-17-51.html"
"Övrigt","2025-10-24 12:29:47","nano ~/docs-engine/templates/expanding_report_template.html"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/lab_v2.sh"
"Övrigt","2025-10-24 12:29:47","mkdir -p ~/docs-engine/screenshots"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/lab_final.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/lab_final.sh"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/lab_final.sh"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/lab_final.sh"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/lab_final.sh"
"Övrigt","2025-10-24 12:29:47","~/docs-engine/templates/expanding_report_template.html"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/templates"
"Övrigt","2025-10-24 12:29:47","[200~ls -lh"
"Filsystem","2025-10-24 12:29:47","ls -lh"
"Övrigt","2025-10-24 12:29:47","nano expanding_report_template.html"
"Övrigt","2025-10-24 12:29:47","xdg-open expanding_report_template.html"
"Text & Sökning","2025-10-24 12:29:47","cat expanding_report_template.html | head"
"Övrigt","2025-10-24 12:29:47","nano expanding_report_template.html"
"Övrigt","2025-10-24 12:29:47","HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:29:47","echo 'export HISTTIMEFORMAT="%F %T "' >> ~/.bashrc"
"Övrigt","2025-10-24 12:29:47","source ~/.bashrc"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/lab_auto.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/lab_auto.sh"
"Övrigt","2025-10-24 12:29:47","xdg-open ~/docs-engine/exports/html/linux_lab_report_*.html"
"Filsystem","2025-10-24 12:29:47","ls -lh ~/docs-engine/src/lab_auto.sh"
"Övrigt","2025-10-24 12:29:47","bash -x ~/docs-engine/src/lab_auto.sh | tee ~/docs-engine/logs/lab_auto_debug.log"
"Övrigt","2025-10-24 12:29:47","echo 'export HISTTIMEFORMAT="%F %T "' >> ~/.bashrc"
"Övrigt","2025-10-24 12:29:47","source ~/.bashrc"
"Övrigt","2025-10-24 12:29:47","history -a"
"Filsystem","2025-10-24 12:29:47","cd /home/kate/docs-engine/assets/screenshot/"
"Övrigt","2025-10-24 12:29:47","bash -x ~/docs-engine/src/lab_auto.sh | tee ~/docs-engine/logs/lab_auto_debug.log"
"Övrigt","2025-10-24 12:29:47","xdg-open ~/Dokument/linux-portfolio/index.html"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/reports"
"Skript","2025-10-24 12:29:47","nano generate_command_summary.sh"
"Skript","2025-10-24 12:29:47","chmod +x generate_command_summary.sh"
"Skript","2025-10-24 12:29:47","./generate_command_summary.sh"
"Övrigt","2025-10-24 12:29:47","* `uname -a` → shows system information including kernel version."
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:29:47","cp master_parts.md master_parts_backup.md  # säkerhetskopia"
"Övrigt","2025-10-24 12:29:47","sed -i 's/^\* `\([^`]*\)`[[:space:]]*→[[:space:]]*/**Command:** \1 → /' master_parts.md"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:29:47","cp master_parts.md master_parts_backup.md  # säkerhetskopia"
"Övrigt","2025-10-24 12:29:47","sed -i 's/^\* `\([^`]*\)`[[:space:]]*→[[:space:]]*/**Command:** \1 → /' master_parts.md"
"Text & Sökning","2025-10-24 12:29:47","less master_parts.md"
"Skript","2025-10-24 12:29:47","bash ~/docs-engine/src/lab_auto_v3.sh"
"Övrigt","2025-10-24 12:29:47","mkdir -p ~/docs-engine/reports/part_summaries"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/generate_summaries.sh"
"Skript","2025-10-24 12:29:47","chmod +x ~/docs-engine/src/generate_summaries.sh"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/generate_summaries.sh"
"Skript","2025-10-24 12:29:47","nano ~/docs-engine/src/lab_auto_v3.sh"
"Skript","2025-10-24 12:29:47","~/docs-engine/src/lab_auto_v3.sh"
"Övrigt","2025-10-24 12:29:47","xdg-open ~/docs-engine/src/rapport.html"
"Övrigt","2025-10-24 12:29:47","~/docs-engine/exports/html/linux_lab_report_YYYY-MM-DD_HH-MM-SS.html"
"System","2025-10-24 12:29:47","sudo apt install wkhtmltopdf"
"Övrigt","2025-10-24 12:29:47","wkhtmltopdf ~/docs-engine/exports/html/linux_lab_report_*.html ~/docs-engine/exports/html/linux_lab_report.pdf"
"Filsystem","2025-10-24 12:29:47","ls ~/docs-engine/exports/html/linux_lab_report_*.html"
"Filsystem","2025-10-24 12:29:47","ls ~/docs-engine/exports/html"
"Skript","2025-10-24 12:29:47","bash ~/docs-engine/src/lab_auto_v3.sh"
"Övrigt","2025-10-24 12:29:47","xdg-open ~/docs-engine/exports/html/linux_lab_report_2025-10-21_21-20-16.html"
"Skript","2025-10-24 12:29:47","bash ~/docs-engine/src/lab_auto_v3.sh"
"Övrigt","2025-10-24 12:29:47","xdg-open "$(ls -t ~/docs-engine/exports/html/linux_lab_report_*.html | head -n1)""
"Filsystem","2025-10-24 12:29:47","ls -l ~/.bash_history"
"Övrigt","2025-10-24 12:29:47","history -w  # Skriv nuvarande historik till ~/.bash_history"
"Övrigt","2025-10-24 12:29:47","mkdir -p ~/final_lab/{docs,data,logs}"
"Filsystem","2025-10-24 12:29:47","cd ~/final_lab"
"Övrigt","2025-10-24 12:29:47","echo 'export HISTTIMEFORMAT="%F %T "' >> ~/.bashrc"
"Övrigt","2025-10-24 12:29:47","source ~/.bashrc"
"Övrigt","2025-10-24 12:29:47","uname -a"
"Övrigt","2025-10-24 12:29:47","whoami"
"Övrigt","2025-10-24 12:29:47","hostname"
"Övrigt","2025-10-24 12:29:47","date"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -f ~/docs-engine/assets/screenshot/part1.png"
"System","2025-10-24 12:29:47","sudo apt install gnome-screenshot"
"System","2025-10-24 12:29:47","sudo apt install flameshot"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -f ~/docs-engine/assets/screenshot/part1.png"
"Övrigt","2025-10-24 12:29:47","uname -a"
"Övrigt","2025-10-24 12:29:47","whoami"
"Övrigt","2025-10-24 12:29:47","hostname"
"Övrigt","2025-10-24 12:29:47","date"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -f ~/docs-engine/assets/screenshot/part1.png"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part1.png"
"Övrigt","2025-10-24 12:29:47","man ls"
"Filsystem","2025-10-24 12:29:47","ls -lh   # använder -h som du hittade i manualen"
"Övrigt","2025-10-24 12:29:47","man grep"
"Text & Sökning","2025-10-24 12:29:47","grep -i "user" /etc/passwd"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part2.pn"
"Filsystem","2025-10-24 12:29:47","pwd"
"Filsystem","2025-10-24 12:29:47","cd /etc"
"Filsystem","2025-10-24 12:29:47","cd .."
"Filsystem","2025-10-24 12:29:47","cd ~"
"Filsystem","2025-10-24 12:29:47","pwd"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part3.png"
"Övrigt","2025-10-24 12:29:47","mkdir -p ~/final_lab/{docs,data,logs}"
"Filsystem","2025-10-24 12:29:47","ls -R ~/final_lab"
"Övrigt","2025-10-24 12:29:47","rmdir ~/final_lab/logs"
"Filsystem","2025-10-24 12:29:47","ls -R ~/final_lab"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part4.png"
"Filsystem","2025-10-24 12:29:47","cd ~/final_lab/docs"
"Övrigt","2025-10-24 12:29:47","touch file1.txt file2.txt file3.txt .hidden.txt"
"Filsystem","2025-10-24 12:29:47","ls"
"Filsystem","2025-10-24 12:29:47","ls -la"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part3.pn"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part5.pn"
"Övrigt","2025-10-24 12:29:47","echo "Line one" >> file1.txt"
"Övrigt","2025-10-24 12:29:47","echo "Line two" >> file1.txt"
"Övrigt","2025-10-24 12:29:47","echo "Line three" >> file1.txt"
"Text & Sökning","2025-10-24 12:29:47","cat file1.txt"
"Text & Sökning","2025-10-24 12:29:47","head -n 2 file1.txt"
"Text & Sökning","2025-10-24 12:29:47","tail -n 2 file1.txt"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part6.pn"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part6.png"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part5.png"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part4.png"
"Övrigt","2025-10-24 12:29:47","mkdir -p ~/final_lab/{docs,data,logs}"
"Filsystem","2025-10-24 12:29:47","ls -R ~/final_lab"
"Övrigt","2025-10-24 12:29:47","rmdir ~/final_lab/logs"
"Filsystem","2025-10-24 12:29:47","ls -R ~/final_lab"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part4.png"
"Filsystem","2025-10-24 12:29:47","ls -l | grep "^d"        # listar bara kataloger"
"Filsystem","2025-10-24 12:29:47","ls -l | grep "file[13]""
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part7.png"
"Filsystem","2025-10-24 12:29:47","ls -l file1.txt"
"Övrigt","2025-10-24 12:29:47","chmod u+x,g-w file1.txt"
"System","2025-10-24 12:29:47","sudo chown root file2.txt    # (valfritt om du har sudo)"
"Filsystem","2025-10-24 12:29:47","ls -l"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part8.png"
"Övrigt","2025-10-24 12:29:47","cp file1.txt ~/final_lab/data/"
"Övrigt","2025-10-24 12:29:47","mv file2.txt renamed.txt"
"Övrigt","2025-10-24 12:29:47","rm file3.txt"
"Övrigt","2025-10-24 12:29:47","dd if=/dev/zero of=image_test.img bs=1M count=2"
"Filsystem","2025-10-24 12:29:47","ls -lh"
"Övrigt","2025-10-24 12:29:47","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part9.png"
"System","2025-10-24 12:29:47","sudo ls /root"
"Nätverk","2025-10-24 12:29:47","ifconfig   # eller ip a"
"Nätverk","2025-10-24 12:29:47","ping -c 2 8.8.8.8"
"Övrigt","2025-10-24 12:29:47","shutdown -h now"
"Övrigt","2025-10-24 12:29:47","reboot"
"Övrigt","2025-10-24 12:29:47","echo "=== System Information ===""
"Övrigt","2025-10-24 12:29:47","uname -a"
"Text & Sökning","2025-10-24 12:29:47","cat /etc/os-release | grep PRETTY_NAME"
"Övrigt","2025-10-24 12:29:47","whoami"
"Övrigt","2025-10-24 12:29:47","date"
"Skript","2025-10-24 12:29:47","Save as part1_sysinfo.sh"
"Filsystem","2025-10-24 12:29:47","ls -la"
"Övrigt","2025-10-24 12:29:47","exit"
"Filsystem","2025-10-24 12:29:47","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:29:47","nano ndg_html_report_interactive_v1.py"
"Skript","2025-10-24 12:29:47","./ndg_final_interactive_verbose_html_v6_auto.sh"
